"","qty_tld_url","length_url","qty_vowels_domain","domain_length","domain_in_ip","directory_length","file_length","params_length","email_in_url","time_response","domain_spf","asn_ip","time_domain_activation","time_domain_expiration","qty_ip_resolved","qty_nameservers","qty_mx_servers","ttl_hostname","tls_ssl_certificate","qty_redirects","url_google_index","domain_google_index","url_shortened","phishing","total_dots","total_hyphens","total_underlines","total_commas","total_asterisks","total_slashes","total_equals","total_ats","total_ands","total_spaces","total_dollars","total_percents","total_exclamations","total_questionmarks","total_pluses","total_tildes","tld_present_parameters","directory_char_avb","params_char_avb","file_char_avb","time_domain_activation_avb","time_domain_expiration_avb","domain_spf_avb","domain_google_index_avb","time_response_avb","asn_ip_avb","qty_ip_resolved_avb","qty_redirects_avb","tld_present_parameters_avb","params_length_avb","file_length_avb","directory_length_avb"
"867",1,21,7,21,"0",-1,-1,-1,"0",0.220708,"0",26496,4910,-1,1,2,2,588,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0"
"868",1,6,2,6,"0",-1,-1,-1,"0",0.561509,"1",14618,8692,72,2,4,1,26,"1",2,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"869",1,12,1,12,"0",-1,-1,-1,"0",1.356731,"0",26347,7322,712,1,3,2,14398,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"870",1,27,2,10,"0",10,9,7,"0",4.70889,"-1",32244,5869,339,1,2,1,286,"1",0,"0","0","0","0",5,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,"0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
"871",1,16,4,16,"0",-1,-1,-1,"0",1.801633,"1",27715,8234,-1,1,2,1,14383,"1",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0"
"872",1,19,4,19,"0",-1,-1,-1,"0",0.346556,"0",29873,6601,2164,1,2,1,3598,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"873",1,18,5,18,"0",-1,-1,-1,"0",0.755613,"0",34788,6314,259,1,2,1,7195,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"874",1,19,7,19,"0",-1,-1,-1,"0",0.394751,"0",32244,-1,-1,1,2,1,591,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"875",1,26,6,20,"0",6,0,-1,"0",1.202524,"0",13335,-1,-1,5,2,1,291,"1",0,"0","0","0","0",4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"876",1,15,4,15,"0",-1,-1,-1,"0",11.24955,"0",30148,7762,271,1,2,1,159,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0"
"877",1,16,4,16,"0",-1,-1,-1,"0",0.296166,"0",14618,17,347,2,4,0,4,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"878",1,19,4,18,"0",1,0,-1,"0",0.371603,"0",26496,5732,111,1,2,2,591,"0",0,"0","0","0","0",4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"879",1,19,5,19,"0",-1,-1,-1,"0",0.856003,"0",54113,7605,63,4,4,2,21599,"0",2,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"880",1,44,3,13,"0",31,9,-1,"0",0.190642,"0",16625,-1,-1,1,6,2,617,"1",2,"0","0","0","0",7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"881",1,12,2,12,"0",-1,-1,-1,"0",-1,"0",-1,-1,-1,-1,2,0,-1,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"882",1,13,6,13,"0",-1,-1,-1,"0",-1,"0",-1,-1,-1,-1,4,0,-1,"0",-1,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"883",1,22,8,22,"0",-1,-1,-1,"0",0.397305,"0",36024,6345,594,1,2,1,3598,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"884",1,14,3,14,"0",-1,-1,-1,"0",1.273609,"0",26347,3399,252,1,3,2,14399,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"885",1,15,4,15,"0",-1,-1,-1,"0",0.445335,"0",20218,6851,88,1,4,1,2058,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"886",1,25,10,25,"0",-1,-1,-1,"0",0.589311,"0",394695,4052,330,1,2,1,14387,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"887",1,19,4,19,"0",-1,-1,-1,"0",0.5369,"0",15169,-1,-1,1,4,0,292,"1",0,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"888",1,20,5,20,"0",-1,-1,-1,"0",0.480055,"0",20401,6904,1496,1,2,1,14398,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"889",1,19,4,19,"0",-1,-1,-1,"0",0.409806,"0",20278,6271,302,1,3,1,3591,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"890",1,18,6,18,"0",-1,-1,-1,"0",0.994134,"0",53831,7635,33,4,2,1,3597,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"891",1,47,4,10,"0",37,25,-1,"0",0.162229,"1",2635,4410,337,2,3,4,293,"0",0,"0","0","0","0",2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"892",1,14,3,14,"0",-1,-1,-1,"0",0.481497,"-1",36351,8486,278,1,2,1,14395,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"893",1,17,4,17,"0",-1,-1,-1,"0",0.094413,"0",16509,8288,113,1,2,5,694,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"894",1,17,5,17,"0",-1,-1,-1,"0",2.751135,"1",33070,8260,872,1,2,2,86387,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"895",1,15,4,15,"0",-1,-1,-1,"0",-1,"0",14061,7464,204,1,3,1,10800,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0"
"896",1,21,6,21,"0",-1,-1,-1,"0",0.262582,"0",32748,6688,616,1,2,1,3599,"0",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"897",1,37,6,19,"0",18,10,-1,"0",0.129965,"0",-1,7866,1630,1,2,1,282,"1",2,"0","0","0","0",5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1"
"898",1,27,8,27,"0",-1,-1,-1,"0",1.002827,"0",262967,565,-1,1,3,3,357,"1",0,"0","0","0","0",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0"
"899",1,24,6,24,"0",-1,-1,-1,"0",1.377068,"0",17397,5639,204,1,2,1,3598,"0",0,"0","0","0","0",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"900",1,28,7,28,"0",-1,-1,-1,"0",0.520141,"0",26347,5689,154,1,3,2,12900,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"901",1,19,6,18,"0",1,0,-1,"0",0.423483,"0",26347,1772,53,1,3,2,14392,"0",0,"0","0","0","0",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"902",1,17,4,17,"0",-1,-1,-1,"0",-1,"0",-1,-1,-1,-1,2,0,-1,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"903",1,14,4,13,"0",1,0,-1,"0",0.180494,"1",16276,4699,779,1,2,1,171,"1",0,"0","0","0","0",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"904",1,19,5,19,"0",-1,-1,-1,"0",0.289575,"0",8560,7288,380,1,2,2,3600,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"905",1,24,7,24,"0",-1,-1,-1,"0",-1,"0",4847,-1,-1,1,4,0,3597,"0",-1,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0"
"906",1,29,9,29,"0",-1,-1,-1,"0",0.348789,"0",9142,-1,-1,1,2,1,3599,"0",1,"0","0","0","0",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"907",1,12,2,11,"0",1,0,-1,"0",1.373498,"0",8075,8269,392,1,2,0,298,"1",0,"0","0","0","0",4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"908",1,15,6,15,"0",-1,-1,-1,"0",-1,"0",-1,5110,2,-1,4,0,-1,"0",-1,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"909",1,17,4,17,"0",-1,-1,-1,"0",0.149172,"1",32244,7135,169,1,4,5,3155,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"910",1,13,3,13,"0",-1,-1,-1,"0",0.632101,"0",53831,6629,309,4,2,1,7199,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"911",1,26,5,26,"0",-1,-1,-1,"0",0.562295,"0",13446,-1,-1,1,2,1,298,"0",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"912",1,18,5,18,"0",-1,-1,-1,"0",0.556379,"0",13335,66,298,2,2,0,298,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"913",1,15,4,15,"0",-1,-1,-1,"0",0.916191,"0",-1,7179,1586,1,2,3,589,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0"
"914",1,22,8,22,"0",-1,-1,-1,"0",0.302715,"0",54113,-1,-1,4,8,1,22,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"915",1,10,2,10,"0",-1,-1,-1,"0",0.362299,"-1",47478,7647,25,1,3,1,12383,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"916",1,13,2,12,"0",1,0,-1,"0",1.047711,"0",16625,10908,2239,2,6,2,599,"0",-1,"0","0","0","0",4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1"
"917",1,40,6,19,"0",21,10,-1,"0",0.226535,"0",12400,-1,-1,1,10,3,591,"0",0,"0","0","0","0",9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"918",1,37,4,15,"0",22,0,-1,"0",-1,"0",-1,420,144,-1,4,0,-1,"0",-1,"0","0","0","0",4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","0","0","0","0","0","0","1","1"
"919",1,21,7,21,"0",-1,-1,-1,"0",0.121722,"0",29169,5022,455,1,3,2,10799,"1",0,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"920",1,20,6,20,"0",-1,-1,-1,"0",0.185352,"0",35425,5854,354,1,3,1,300,"1",1,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"921",1,20,5,20,"0",-1,-1,-1,"0",1.159826,"0",198203,2499,57,1,4,2,1386,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"922",1,22,5,22,"0",-1,-1,-1,"0",0.153115,"0",15598,-1,-1,1,3,2,314,"0",0,"0","0","0","0",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"923",1,64,7,16,"0",34,28,-1,"0",0.031856,"0",43821,-1,-1,1,3,2,557,"1",1,"0","0","0","0",4,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"924",1,12,4,12,"0",-1,-1,-1,"0",0.178176,"-1",62403,3831,185,2,4,1,50,"1",0,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"925",1,43,4,15,"0",28,9,-1,"0",1.528733,"0",4782,-1,-1,-1,2,1,-1,"1",1,"0","0","0","0",9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","1"
"926",1,16,4,16,"0",-1,-1,-1,"0",0.346941,"-1",16509,6021,187,1,2,1,3591,"0",0,"0","0","0","0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"927",1,23,8,23,"0",-1,-1,-1,"0",0.557629,"0",26496,3030,987,1,2,7,1799,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"928",1,23,6,23,"0",-1,-1,-1,"0",0.148986,"0",3265,-1,-1,1,2,4,4364,"1",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"929",1,18,5,18,"0",-1,-1,-1,"0",1.721896,"1",26496,7023,647,1,2,5,7507,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"930",1,14,4,14,"0",-1,-1,-1,"0",0.269382,"0",32244,6820,119,1,2,5,290,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"931",1,12,4,12,"0",-1,-1,-1,"0",0.570285,"-1",63442,4637,3032,1,4,1,3590,"0",0,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"932",1,17,6,17,"0",-1,-1,-1,"0",0.34524,"0",395082,-1,-1,1,2,2,10793,"0",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"933",1,20,7,20,"0",-1,-1,-1,"0",1.869786,"1",46606,4544,203,1,2,1,14390,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"934",1,15,1,15,"0",-1,-1,-1,"0",0.611306,"0",19867,43,321,1,2,1,3598,"0",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"935",1,27,7,26,"0",1,0,-1,"0",0.497506,"0",15169,-1,-1,1,4,0,106,"0",1,"1","0","0","0",6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"936",1,20,3,20,"0",-1,-1,-1,"0",0.405622,"1",20013,7287,-1,1,2,1,14386,"0",1,"0","0","0","0",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0"
"937",1,18,5,18,"0",-1,-1,-1,"0",1.223134,"0",9371,7734,299,1,2,7,3597,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"938",1,19,6,19,"0",-1,-1,-1,"0",0.399657,"0",8560,5763,2272,1,2,2,3598,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"939",1,13,3,13,"0",-1,-1,-1,"0",0.34609,"-1",32787,2802,119,1,2,1,299,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"940",1,12,3,12,"0",-1,-1,-1,"0",0.23563,"-1",8669,8103,295,1,2,2,587,"1",1,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"941",1,12,4,12,"0",-1,-1,-1,"0",0.203792,"0",35415,2586,335,1,2,1,11578,"1",0,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"942",1,25,5,25,"0",-1,-1,-1,"0",0.583307,"0",13446,-1,-1,1,2,2,299,"0",0,"0","0","0","0",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0"
"943",1,18,5,18,"0",-1,-1,-1,"0",0.451381,"0",-1,6142,66,1,3,1,21599,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0"
"944",1,14,4,14,"0",-1,-1,-1,"0",0.377622,"0",36351,7923,112,1,4,0,598,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"945",1,21,5,21,"0",-1,-1,-1,"0",0.58168,"-1",46606,2959,327,1,3,1,14391,"1",0,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"946",1,18,4,18,"0",-1,-1,-1,"0",0.794315,"0",6939,6716,588,-1,2,1,-1,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0"
"947",1,20,6,20,"0",-1,-1,-1,"0",0.497812,"0",-1,6404,169,1,2,5,3599,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0"
"948",1,18,7,18,"0",-1,-1,-1,"0",0.357794,"-1",29873,5700,509,1,2,1,292,"1",0,"0","0","0","0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"949",1,17,5,17,"0",-1,-1,-1,"0",0.579778,"0",9892,7015,3577,1,2,5,3588,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"950",1,26,9,26,"0",-1,-1,-1,"0",0.431441,"-1",13768,7768,631,1,2,2,596,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"951",1,16,5,16,"0",-1,-1,-1,"0",7.290301,"0",24446,6633,1036,1,3,5,169,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0"
"952",1,11,3,11,"0",-1,-1,-1,"0",0.183088,"-1",15496,3116,170,1,3,4,110,"0",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"953",1,17,6,17,"0",-1,-1,-1,"0",2.035596,"1",26496,8120,-1,1,2,1,10785,"0",1,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0"
"954",1,15,4,15,"0",-1,-1,-1,"0",-1,"1",27823,-1,-1,1,2,2,14398,"0",0,"0","0","0","0",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0"
"955",1,22,7,22,"0",-1,-1,-1,"0",-1,"0",29873,6672,266,1,2,1,3600,"0",-1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0"
"956",1,17,5,17,"0",-1,-1,-1,"0",0.884074,"0",26496,4403,2901,1,2,2,591,"0",2,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"957",1,66,7,26,"0",40,31,-1,"0",-1,"0",16509,6516,788,1,2,2,297,"1",0,"0","0","0","0",4,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","0","1","1","1","0","0","1","1"
"958",1,17,4,17,"0",-1,-1,-1,"0",2.169232,"0",30148,4848,264,1,4,6,300,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"959",1,16,4,15,"0",1,0,-1,"0",0.190533,"0",2860,-1,-1,2,2,2,3592,"0",0,"0","0","0","0",4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"960",1,15,2,15,"0",-1,-1,-1,"0",5.718618,"0",26347,8186,214,1,3,1,6892,"0",-1,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0"
"961",1,39,6,18,"0",21,17,-1,"0",0.313885,"0",13335,-1,-1,2,5,5,292,"1",0,"0","0","0","0",10,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1"
"962",1,29,6,20,"0",9,0,-1,"0",0.572079,"0",16276,6636,1398,1,2,2,20414,"0",2,"0","0","0","0",4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
"963",1,20,6,20,"0",-1,-1,-1,"0",0.945855,"0",15169,3060,226,4,5,7,1799,"0",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"964",1,21,7,21,"0",-1,-1,-1,"0",0.230504,"0",24940,6575,363,1,2,7,299,"1",1,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"965",2,19,4,19,"0",-1,-1,-1,"0",1.046738,"0",13911,6414,1986,1,3,1,3597,"0",2,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"966",1,23,7,23,"0",-1,-1,-1,"0",0.350604,"-1",33494,7022,1378,1,2,6,14390,"1",0,"0","0","0","0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0"
"967",1,16,4,16,"0",-1,-1,-1,"0",-1,"0",-1,-1,-1,-1,2,0,-1,"0",-1,"0","0","0","0",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"968",1,9,1,8,"0",1,0,-1,"0",0.198079,"-1",32475,4140,242,1,2,1,3599,"1",0,"0","0","0","0",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","0","1","1","1","1","1","0","0","1","1"
"969",1,16,4,12,"0",4,0,-1,"0",-1,"0",13335,1776,49,2,2,0,292,"0",-1,"0","0","0","0",2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"-1","1","0","1","1","1","1","1","0","1","1","0","0","0","1","1"
